gene,cell_type,tissue,source
AT2G42975,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G43030,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G43460,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G43540,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G43560,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G44580,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G44620,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G44650,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G44840,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G44920,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G45070,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G45180,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G45190,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G45640,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G45860,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G46390,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G46440,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G46820,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G46910,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G47130,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G47380,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G47450,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G47710,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G48070,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G01130,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G01480,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G01500,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G01740,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G02080,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G02560,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G02820,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G03470,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G03820,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G04400,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G04480,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G04790,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G04840,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G05590,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G05727,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G05936,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G06125,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G06145,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G06500,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G06680,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G06700,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G07110,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G07195,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G07480,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G07680,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G08610,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G08740,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G08940,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G09200,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G09360,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G09500,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G09735,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G10230,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G10860,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G11020,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G11090,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G11120,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G11480,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G11630,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G11780,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G12170,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G12685,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G12780,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G12965,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G13000,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G13120,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G13882,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G14067,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G14210,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G14415,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G14420,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G14595,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G14740,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G15360,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G15580,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G15780,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G15900,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G16050,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G16080,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G16140,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G16640,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G17160,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G17210,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G17670,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G18740,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G19170,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G19240,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G19450,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G20670,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G21055,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G21670,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G21870,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G22230,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G22231,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G22840,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G23325,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G23390,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G24190,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G25100,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G25250,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G25690,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G25805,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G25920,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G26070,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G26570,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G26650,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G27160,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G27360,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G27690,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G27850,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G28210,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G28340,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G28900,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G29000,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G29575,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G307201,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G32930,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G41768,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G43270,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G44010,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G44020,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G44890,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G44990,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G45030,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G45050,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G45930,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G46090,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G46320,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G46430,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G46630,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G46660,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G46780,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G46940,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G47070,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G47370,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G47420,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G47430,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G47480,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G47650,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G47836,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G48000,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G48030,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G48420,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G48520,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G48560,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G48930,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G50260,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G50685,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G50800,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G50820,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G51910,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G52115,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G52150,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G52230,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G52535,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G52590,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G52630,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G53430,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G53470,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G53650,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G53740,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G53890,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G54020,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G54050,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G54210,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G54560,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G54650,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G54660,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G54750,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G54890,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G54900,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G55800,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G55970,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G56020,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G56070,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G56290,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G56340,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G56650,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G56910,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G56940,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G57320,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G57785,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G58120,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G58690,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G59068,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G59400,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G59540,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G59810,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G59840,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G59950,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G59980,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G60210,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G60245,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G60370,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G60750,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G60770,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G61190,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G61200,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G61470,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G62030,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G62190,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G62250,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G62410,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G62530,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G62870,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G63140,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G63160,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G63410,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G63490,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G63520,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT3G63540,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G00100,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G00810,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G00895,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G01050,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G01080,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G01150,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G01310,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G01860,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G01870,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G02725,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G02770,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G02840,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G03150,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G03280,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G03520,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G04640,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G05180,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G06746,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G08280,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G08470,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G08555,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G09040,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G09320,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G09650,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G09800,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G10100,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G10120,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G10300,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G10340,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G11330,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G11570,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G11890,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G12320,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G12400,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G12600,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G12800,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G12917,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G12970,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G12980,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G12990,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G13200,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G13220,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G13500,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G13520,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G13577,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G13830,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G14320,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G14365,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G14690,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G14870,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G14890,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G15210,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G15440,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G15510,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G15545,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G15560,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G15765,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G16410,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G16450,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G16720,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G17090,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G17340,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G17390,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G17490,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G17560,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G17600,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G17615,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G17870,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G18100,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G18400,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G18730,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G19170,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G19420,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G20150,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G20325,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G20360,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G21070,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G21105,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G21192,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G21280,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G21860,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G22305,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G22755,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G22830,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G22890,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G23170,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G23760,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G24280,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G25050,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G25080,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G25100,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G25200,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G25470,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G25570,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G25740,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G26530,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G26710,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G26840,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G26850,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G26960,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G27030,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G27090,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G27270,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G27654,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G27670,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G27800,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G28060,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G28080,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G28210,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G28310,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G28660,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G28750,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G29060,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G29390,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G29480,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G29735,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G29780,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G30330,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G30760,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G30860,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G30950,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G31400,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G31560,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G31720,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G31870,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G31985,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G32260,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G32470,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G32590,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G32870,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G33010,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G33110,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G33467,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G33540,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G33666,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G33865,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G34135,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G34160,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G34190,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G34265,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G34290,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G34350,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G34410,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G34700,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G34710,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G34881,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G35090,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G35250,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G35770,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G35830,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G35985,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G36010,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G36130,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G36530,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G36950,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G37830,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G37930,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G38100,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G38225,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G38490,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G38550,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G38620,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G38840,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G38932,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G38970,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G39380,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G39510,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G39710,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT4G39970,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT5G01410,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT5G01530,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT5G02020,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT5G02120,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT5G02160,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT5G02450,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT5G02502,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT5G02610,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT5G02960,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT5G03345,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT5G03455,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT5G03850,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT5G03880,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT5G04140,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT5G04800,leaf mesophyll,shoot,PCMDB:SingleCellSeq
